repo_name;file;purpose;primitives;what_is_shared;why_shared;access_pattern;coordination_type;thread_context;pattern_observations;evidence;notes
lapce/lapce;lapce-app/src/editor_tab.rs;manages ui/editor state;Rc<Doc>, RwSignal<T>, ReadSignal<T>, Arc<LapceConfig>;Documents, editor metadata, layout state, navigation history, diff editor collections, global configuration;Multiple UI components need synchronised access to the same editor and configuration state without duplicating data;Reactive reads/writes using .get(), .with(), .update(), .get_untracked(),  shared ownership through reference counting;Reactive shared-state ;Single-threaded UI/reactive runtime context;Uses reactive programming and shared ownership rather than explicit thread synchronisation, combines derived state with shared mutable UI signals;"config: ReadSignal<Arc<LapceConfig>> -> readsignal is reactive state, arc is thread-safe ownership, config shared across tabs, plugin views, settings, UI components, so avoid copying . EditorTabChildSource { Editor { path: PathBuf, doc: Rc<Doc> },    DiffEditor { left: Rc<Doc>, right: Rc<Doc> }, -> rc is a reference counted pointer, so multiple plarts of the UI can own the same doucment at the same time, a doc can appear in editor tabs, search results, navigation history, and now wevryone can share doc instead of copying it, rc is not thread safe, a single thread uses it. EditorTabData : pub current_location: RwSignal<usize>,  pub children: Vec<(RwSignal<usize>, RwSignal<Rect>, EditorTabChild)>, pub locations: RwSignal<im::Vector<EditorLocation>>, -> RwSignal is reactive mutable state, so shared variable + automatic UI updates, when the value chages, dependent UI components recompute automatically, locations stores editor navigation history -> shared because UI components may observe it and update, curr location is similar, children stores size, layout rectangle signal and child content, so the layout information is shared. cx.create_rw_signal(0) -> creates shared variables, UI views can read/subscribe to changes/update           reactive::{
        Memo, ReadSignal, RwSignal,           RwSignal<EditorTabData>        EditorTabChildViewInfo: pub confirmed: Option<RwSignal<bool>>,       viewinfo: diff_editors: RwSignal<im::HashMap<DiffEditorId, DiffEditorData>>, -> UI components can read/react to editors without sync logic";UI-centric shared state
lapce/lapce;lapce-app/src/plugin.rs;Tracks installed/available plugins + installs/uninstalls them, update UI, downloads icons/readmes;RwSignal, Arc, AtomicU64;Plugin state (installed, available, disabled, install status, icons, metadata);UI components and worker tasks must observe/update shared plugin state;UI thread reads/writes, worker threads return results via callbacks;Reactive shared-state coordination with message style callbacks;Single UI thread + worker threads for network/filesystem operations;"Uses reactive signals, atomic query ids; worker threads avoid direct UI mutation";"RwSignal widely used throughout file. ub struct PluginData {
    pub installed: RwSignal<IndexMap<VoltID, InstalledVoltData>>,
    pub available: AvailableVoltList,
    pub all: RwSignal<im::HashMap<VoltID, AvailableVoltData>>,
    pub disabled: RwSignal<HashSet<VoltID>>,
    pub workspace_disabled: RwSignal<HashSet<VoltID>>,
    pub common: Rc<CommonData>,
} -> shared plugin state, every UI thread reasd/writes these, RwSignal is shared mutable state + dependency tracking + UI invalidation, substitude for Arc<Mutex<>>. installes shared between plugin installer thread, uninstall thread, ui rendering, update/get/with, disabled/workspace_disabled is shered across menus, persistence layer, proxy subsystem, reactive ui. background threads fetch plugins: std::thread::spawn(move || {
    let volts = Self::query_volts(&query, offset);
    send(volts);
}); , volts: RwSignal<IndexMap<VoltID, AvailableVoltData>> , volts.update(|volts| {
    volts.extend(...)
}); -> volts to shared UI state, worker does create_ext_action instead of mutating UI state directly -> avoids races. Every plugin has installing: RwSignal<bool> used by installer thread, buttons and menus. One UI thread, and many worker threads, many std::thread::spawn. let db: Arc<LapceDb> = use_context().unwrap(); -> arc used for shared ownership of the database. AtomicU64 is used for id id.fetch_add(1, Ordering::Relaxed) -> generate stable unique ids for reactive rendering, lock free id generation. When users type for search, each request has query id let current_query_id = self.available.query_id.get_untracked(); -> ignore stale respones  if query_id.get_untracked() != current_query_id {
    return;
}";
lapce/lapce;lapce-proxy/src/dispatch.rs;dispacher for the editor, receives requests+notifications from UI, routes, filesystem changes;arc,mutex, AtomicU64;Shared event sender used to coordinate workspace file-change handling;Allows multiple threads to detect whether a debounce worker is already active and reuse/update the same coordination channel safely;Multiple threads lock, read, mutate, and clear the shared sender state;Shared-memory synchronisation with mutex protection;Filesystem notification thread + spawned debounce worker thread;Combines message passing with shared mutable coordination state;"workspace_fs_change_handler: Arc<Mutex<Option<Sender<bool>>>>, last_diff: Arc<Mutex<DiffInfo>>,           workspace_fs_change_handler: Arc::new(Mutex::new(None)), last_diff: Arc::new(Mutex::new(DiffInfo::default())), -> arc allows multiple threads to own the data, mutex so that one thread accesses it at the time, it is shared between filesystem, debounce, and dispacher logic threads, all can read/replace/clear handler. let mut handler = self.workspace_fs_change_handler.lock(); -> lock mutex. let local_handler = self.workspace_fs_change_handler.clone(); -> arc is cloned and moved to other thread, both threads now own it, last_diff is for git diff indormation, one thread compute diffs and another then compares/updates them.       current_id: &AtomicU64, static WORKER_ID: AtomicU64 = AtomicU64::new(0); -> each search has an id, if current_id.load(Ordering::SeqCst) != id -> newer searches invalidate older ones -> avoid unesseasry computation. notifications are sent out when file changed, terminal resized, plugin updated, git commit triggered, dont expect response back. thread::spawn -> worker threads for terminal, plugin, filesystem, search worker, directory reading, git diff refresh. focuses on sending messages through channels, receiving callbacks. thread::spawn(move || {
    thread::sleep(Duration::from_millis(500)); -> it waits 500ms to bacth events = optimisation. // Perform the search on another thread // to avoid blocking the proxy thread. Each terminal has own worker thread";Prevent spawning excessive filesystem update workers, batch rapid file events into a single delayed update cycle
lapce/lapce;lapce-proxy/src/plugin/lsp.rs;lsp client managing external language servr process, write and read server ;arc,mutex;Shared text-change state and cloned RPC handler infrastructure;Allows multiple threads to safely access synchronised document change data and communicate with the LSP server;Shared change state, not used a lot, most data transferred via channels and ownership moves;Primarily message-passing , some shared-memory synchronisation;stdin writer thread, stdout reader thread, stderr logging thread, main RPC/event-loop thread;Ownership based design, minimise shared mutable state, IO and RPC flow rely mainly on channels; Arc<Mutex<(Option<TextDocumentContentChangeEvent>, Option<TextDocumentContentChangeEvent>)>> -> in handle_did_change_text_document, when tekst changes occur, multiple threads can need access to previous state, or sync state, or chached change events, so to avoid copying they share it, mutex used to protect mutable access for change events, arc used to allow multiple threads to own same object, TextDocumentContentChangeEvent shared because that contains the change and the editor thread might want to update the edits and the lsp sync thread may also consume it, r plugin thread may inspect it. channels are used for coordination. few shared-memory. server_rpc.clone() and plugin_rpc.core_rpc.clone() might use shared-mem internally;low shared-memory usage
lapce/lapce;lapce-rpc/src/core.rs;RPC coordination, tracking of pending/response between threads;arc,mutex,AtomicU64;Shared request ID counter and pending request -> response sender map;Allows multiple threads to generate unique request IDs and match async responses back to waiting callers;Short-lived synchronised access (fetch_add, insert, remove) with  data transferred via channels;message-passing with minimal shared-memory synchronisation;Multiple worker threads communicate with a central event-loop thread;Minimise shared mutable state, channels carry ownership of large payloads while shared memory is limited to lightweight coordination metadata;"#[derive(Clone)]
pub struct CoreRpcHandler {
    tx: Sender<CoreRpc>,
    rx: Receiver<CoreRpc>,
    id: Arc<AtomicU64>,
    pending: Arc<Mutex<HashMap<u64, Sender<Result<CoreResponse, RpcError>>>>>,
} -> id shared: request id counter, shared between clones of CoreRpcHandler, unique request id needs to be shared safely across threads, atomic to avoid diplicate id race, arc beause many clones exist, pending shared: table of prending requests waiting for responses, message-passing channels, when a request is sent, the caller creates respone channel, stores its sender in pending, and sends request into main channel, waits for response, mutex because multiple threads can simultaneously insert/remove pending requests, mutex is held very briefly, lock is released immediately, let mut pending = self.pending.lock();     pending.insert(id, tx); let tx = { self.pending.lock().remove(&id) }; -> avoid holdnig lock during network io, and request execution";minimal shared-memory usage and minimal locking
sxyazi/yazi;yazi-core/src/tasks/tasks.rs;Async task monitoring and UI progress synchronisation around a shared scheduler;arc;scheduler object, ongoing task collection;Multiple async tasks need concurrent access to task progress;Periodic polling loop acquires locks, derives snapshots (TaskSummary, TaskSnap), releases lock immediately, then performs UI updates;Shared state coordination via lock-protected data, cooperative async task lifecycle management;One background Tokio task periodically monitors shared scheduler state while UI also read shared state ;Uses snapshotting pattern, minimises lock duration, avoids holding locks during UI updates, relies on Arc for shared ownership instead of channels;"Tasks manages access to shared scheduler, there is a background task that updates progress. serve() creates scheduler, spawns async task, stores scheduler in arc, returns UI state. pub struct Tasks {	pub scheduler: Arc<Scheduler>,..}, visible, cursor, snaps, summary not shared, Self {scheduler: Arc::new(scheduler), -> multiple async tasks can hold references to scheduler, reference counted, shared service. scheduler.ongoing ->ongoing.lock() -> ongoing is lock protected. handle = tokio::spawn(async move {.. -> tasks runs forever : loop {	sleep(Duration::from_millis(500)).await; -> lock shared task state, compute summary, compare with prev summary, notify UI if changed. let new = TaskSummary::from(&*ongoing.lock()); dereference lock into shared reference, lock only to copy state, then drop before AppProxy::update_progress(new);, better for performance, less contention/deadlocks. self.scheduler.ongoing.lock().values() locks task map, goes over values, snapchots, unlocks";
sxyazi/yazi;yazi-dds/src/server.rs;TCP server with multiple clients with message routing, broadcast updates, and async I/O handling;rwlock;Clients holding client metadata + message senders;to route messages between connected clients and maintain abilities globally;Read heavy shared reads for routing (read() + filter/snapshot), write locks for insert/remove on connect/disconnect, lock held briefly then dropped before IO, message delivery via channels;Shared state+ message-passing for  communication;One loop spawning async tasks per connection, each task runs read/write loop with select!, shared registry access;Shared-memory: directory, message-passing:communication, use of snapshot, lock minimised /never held across async IO, broadcast via cloned channel senders;pub(super) static CLIENTS: RoCell<RwLock<HashMap<Id, Client>>> = RoCell::new() -> all connected clients are in one shared map. CLIENTS.read() -> shared read safe for concurrency, used for routing and selecting recipients, CLIENTS.write() -> for mutation, insert/remove/update clients. One loop accepts tcp connection, then per client connection a new task is spawned, each task reads from socket, writes via channel, and consults the shared clients. Each task does (tx, mut rx) = mpsc::unbounded_channel::<String>() = message passing, memory is isolated per client, but tx is stored in global client. struct Client {    id,    tx: UnboundedSender<String>,    abilities,} -> global shared client contains handles to channels per task. let clients = CLIENTS.read(), clients.into_iter().for_each(|c| _ = c.tx.send(line.clone())) -> lock is held, snapshot, then released -> no long lived locks (avoids blocking + contention). Handle hi: uses snapshot, and broadcasts via channels, so no lock needed during sending;
sxyazi/yazi;yazi-dds/src/pubsub.rs;subsub event routing for lua plugin, dispaches events to multiple targets, remote peers;rwlock;global registries (LOCAL, REMOTE): maps event-kind to plugin to callback, shared PEERS/BOOT state for routing decisions;To enable subscription of plugin handlers and route events to local plugins and remote peers based on capabilities;Read-heavy for routing checks (contains_key, keys().cloned(), any()), write lock only for subscribe/unsubscribe, lock held briefly then dropped before event execution or network send;Shared-state routing + pub/sub, decision driven dispatch across execution and network ;Multi-threaded runtime (plugin system + networking layer), execution happens outside locks, while registry reads guide routing;Registry as routing table, snapshot, no long held locks, event dispatch pipelines ;"pub static LOCAL: RoCell<RwLock<HashMap<String, HashMap<String, Function>>>> = RoCell::new() -> map for plugin, lua callback, for subscribers in process, pub static REMOTE: RoCell<RwLock<HashMap<String, HashMap<String, Function>>>> = RoCell::new() -> same, but for remote subscribers, so loacl/remote are subscription tables, protected by rwlock. Peers registry: frequent reads for routing. Read-heavy LOCAL.read().contains_key(n), REMOTE.read().keys().cloned().collect(), writes only happen in sub/unsub, writes: let mut var = $var.write(), via macros, subcribe: insert plugin callback, unsubscribe: remove plugin callback and cleanup -> writes only mutate small parts, not full structure. Local/remote, map has two levels; first is event type routing and second is for plugin isolation. Every event does this: read local, read peers registry, read boot config, then decide routing, then execution(w/o locks) -> no long-lived locks, snapshot style, not shared mutation during event dispach";Shared memory is used only for subscription + routing decisions, execution and transport are w/o locks
sxyazi/yazi;yazi-runner/src/loader/loader.rs;plugin loader, cache for lua module. Load plugin files from disk, cahes in memory, compile into tables, register in package.loaded;rwlock;Shared global plugin cache mapping plugin id → Chunk, Lua package.loaded module registry;To avoid repeated disk reads, repeated Lua parsing/compilation, and duplicate plugin initialisation;Read-heavy cache lookups (cache.read()), rare write, in-place mutation under write lock for binary chunk upgrade, locks released before async execution;Shared lazy initialisation +  cache;many async tasks (Tokio runtime), synchronisation handled  through a RwLock;caching (Rust cache + Lua package.loaded), lazy binary compilation, optimised for many readers and rare writers;"pub static LOADER: RoCell<Loader> = RoCell::new(), pub struct Loader {    cache: RwLock<HashMap<String, Chunk>>,} -> loader is shared singleton, all threads share the plugin cache, compiled chunks. Read heavy: let c = self.cache.read().get(id), many threads can read concurrently w/o blocking, few writes: self.cache.write().insert(id.to_owned(), chunk), when plugin is first loaded and when chunk is updated to binary mode. if let Some(c) = self.cache.write().get_mut(id) {    c.mode = ChunkMode::Binary;    c.bytes = Cow::Owned(b);} -> chunks are not immutable, so mutation under write lock is needed. REMOTE.read().contains_key(kind)
|| PEERS.read().values().any(...)
|| BOOT.remote_events.contains(kind)";Shared memory is used only for cache consistency and reuse
sxyazi/yazi;yazi-scheduler/src/scheduler.rs;scheduler: creates tasks, assigns ids, routes them into worker queues. Dispach;arc, implicit mutex (inside worker);Fetcher, Preloader, throttle, completion signals, task registry, and worker subsystems;reuse across multiple tasks, cross thread coordination, deduplication of work, shared control state across async tasks without copying;Clone for task inputs, read-heavy shared objects, message passing via channels for execution;Worker + channels, shared-state coordination, event completion (CompletionToken);Scheduler thread, worker thread execute tasks, event threads for async callback from tasks. Tokio async runtime + multi-thread worker pools + background task spawns (JoinHandle);Arc is for system level coordination, most data flow is message-passing, Arc is used for shared engines and registries, ID avoids direct shared mutable structs;"ongoing uses locks (not defined in this file, but used a lot), let mut ongoing = self.ongoing.lock(), add, cancel, preload_paged, limit all use ongoing, this is shared because all tasks neet to be trackable by id, and cancellation needs to be visible across threads, locks are short lived, let task = ongoing.add(r#in);self.behavior.update(task.id);self.file.submit(r#in, LOW); -> lock regisry, create task, release lock, dispach to worker queue -> shared memory used for coordination, if let Some(hook) = self.ongoing.lock().cancel(id) {
    self.hook.submit(hook, HIGH);
}-> canceling checks the shared state and schedules a follow up task. No shared memory between workers. let throttle = Arc::new(Throttle::new(...)) -> multiple tasks use the same rate limiter = shared coordination primitive. self.preload.loading.lock().put(hash, id) -> only one preload per file -> deduplication + coordination. pub fn fetch_paged(&self, fetcher: Arc<Fetcher>, targets: Vec<File>) -> reused fetcher, pub fn preload_paged(&self, preloader: Arc<Preloader>, target: &File) -> shared preloader coordinating background loading";"Arc = shared objects; channels = work distribution, Id = global identity"
sxyazi/yazi;yazi-scheduler/src/worker.rs;Async worker runtime: task execution, cancellation, lifecycle tracking, subsystems;arc, parking_lot::Mutex;Shared subsystems (Arc<File>, Arc<Fetch>, Arc<Hook> etc), shared task registry (Arc<Mutex<Ongoing>>), cancellation state, operation queues;Many concurrent async workers can coordinate task lifecycle while reusing subsystem services across threads;Mutex locking for metadata lookup (ongoing.lock()), ownership transfer for work items via channels, Arc::clone() for subsystem sharing, async cancellation through shared tokens;actor/shared-state: channels for execution flow + shared-memory for coordination/cancellation;Tokio multi-task async runtime with multiple worker pools consuming shared queues concurrently;Separation between execution and coordination: work is message-passed, lifecycle/cancellation/progress are shared memory, avoids holding locks across .await, subsystem sharing;"pub struct Worker {    file: Arc<File>,    plugin: Arc<Plugin>,    fetch: Arc<Fetch>,    preload: Arc<Preload>,    size: Arc<Size>,    process: Arc<Process>,    hook: Arc<Hook>,    ops: TaskOps,    ongoing: Arc<Mutex<Ongoing>>,} -> lot of arc, ongoing: Arc<Mutex<Ongoing>> -> globally shared, mutable, synchorinsed, accessed by every worker: Some(token) = me.ongoing.lock().get_token(id) = acquire lock, lookup token, release lock, execute async w/o lock -> avoids blocking scheduler coordination, other subsystems are all wrapped in arc, becuase worker threads are spawned tokio::spawn(async move { -> require shared ownership, so arc allows these async tasks to referencde the subsystems concurrently, actual work payloads are passed by ownership. let (file_tx, file_rx) = async_priority_channel::unbounded(); -> each subsystem has its own queue -> workers consume the messages -> tasks are transfered by ownership. (0..YAZI.tasks.file_workers.get())
    .map(|_| me.file(file_rx.clone())) -> one queue creates many consumers. This file uses both message-passing and shared-memory, shared-memory more for coordination and cancellation and lifecycle. ongoing.lock().get_token(id) -> shared registry that distributed cancellatrion state. parking lot mutex becuase locks are short and parking lot is faster and lower overhead";actor like runtimewith task management
firecracker-microvm/firecracker;src/firecracker/src/api_server_adapter.rs;how Firecracker accepts API requests while vm is running;arc,mutex;Vmm ;Allow API thread to issue commands while keeping VM mutations in the VMM thread;API thread sends VmmAction through channel -> writes EventFd, VMM thread wakes via epoll/EventManager, receives request, locks Vmm briefly to execute action, sends response back through reverse channel;actor/message-passing model with little locking;"let (to_vmm, from_api) = channel(); let (to_api, from_vmm) = channel(); API thread (HTTP server), VMM/EventManager thread, multiple vCPU threads";Message passing over shared-state, EventFd bridges Rust channels into event loop, pause mode blocks the EventManager and processes only API commands until resume;Just like the other files in this repo, Arx Mutex for vmm;
firecracker-microvm/firecracker;src/firecracker/src/main.rs;How the Firecracker process starts, configures itself, launches threads, and enters the event loop;arc,mutex;Vmm,PeriodicMetrics, guest memory mappings, VCPU exit eventfds;Coordinate VM state, metrics, device events, and communication between event loop and VCPU threads;Event-driven, some lock-based updates;shared-state + message/event signaling;Main thread runs EventManager, VCPU threads execute guest CPUs, optional API threads interact with VMM;Uses locks for management, eventfds for signaling, and shared mmap guest memory for data plane, minimises locking on high performance paths;"Result<Arc<Mutex<vmm::Vmm>>, BuildFromJsonError>, let firecracker_metrics = Arc::new(Mutex::new(metrics::PeriodicMetrics::new())) -> shared between threads: API thread, EventManager, Main thread, VCPU management, mutex for when VMM state changes. event_manager.add_subscriber(firecracker_metrics.clone()); event_manager.run();";
firecracker-microvm/firecracker;src/vmm/src/builder.rs;Assemble the VM, wire together shared state, launch the execution threads;arc,mutex;VM object, guest memory, device state, interrupt routing;All components operate on the same virtual machine;Mostly read, mutations protected by mutexes, guest RAM accessed through mmap/KVM;Shared-memory + event-driven signaling;Main VMM thread, event-manager callbacks, per-vCPU threads;Arc for ownership sharing, Mutex for configuration/state updates, avoids locking guest RAM for performance;"Result<Arc<Mutex<Vmm>>, StartMicrovmError>              let vm = Arc::new(vm);                          let vmm = Arc::new(Mutex::new(vmm));                       /// An `Arc` reference of the built `Vmm` is also plugged in the `EventManager`, while another is returned. Result<Arc<Mutex<Vmm>>, StartMicrovmError, Result<Arc<Mutex<Vmm>>, BuildMicrovmFromSnapshotError>                 fn attach_entropy_device(vm: &Arc<Vm>, entropy_device: &Arc<Mutex<Entropy>>           let id = entropy_device .lock().expect(""Poisoned lock"").id().to_string();                fn attach_virtio_mem_device(vm: &Arc<Vm>,                 let virtio_mem = Arc::new(Mutex::new(VirtioMem::new(Arc::clone(vm),                      fn attach_block_devices<'a, I: Iterator<Item = &'a Arc<Mutex<Block>>> + Debug>( device_manager: &mut DeviceManager, vm: &Arc<Vm> also attach_net_devices and attach_pmem_devices and attach_unixsock_vsock_device, unix_vsock: &Arc<Mutex<Vsock<VsockUnixBackend>>>, fn attach_balloon_device(vm: &Arc<Vm>, balloon: &Arc<Mutex<Balloon>>          In general, multiple threads/components can own references to the same VM object.       // The device mutex mustn't be locked here otherwise it will deadlock.";
firecracker-microvm/firecracker;src/vmm/src/lib.rs;"""Virtual Machine Monitor that leverages the Linux Kernel-based Virtual Machine (KVM), and other virtualization features to run a single lightweight micro-virtual machine (microVM)."" Owns the Vmm struct, KVM VM, device manager, vCPU threads, coordinates lifecycle, snapshotting, device updates. Runs inside an event loop model";arc,mutex,barrier;KVM-backed VM state (Arc<Vm>), guest memory mappings (GuestMemoryMmap via Vm), vCPU handles (Arc/shared channels), seccomp filter (Arc<BpfProgram>), device manager state (DeviceManager inside Vmm), event loop subscriber (Arc<Mutex<Vmm>>);Shared because KVM VM, guest memory must be accessible by multiple vCPU threads + device threads, and coordination state must be mutated by event loop;Read mostly shared state, vCPU threads execute independently but synchronise via channels, guest memory accessed concurrently without Rust locks (via mmap/KVM);event-driven, message passing (channels), barrier synchronisation, KVM + seccomp;Main VMM thread (pub struct Vmm) -> API commands, device orchestration, vCPU lifecycle control, event loop. vCPU threads (vcpu.start_threaded) -> Each vCPU runs in its own OS thread, executes code via KVM ioctl loop, communicates back via channels. EventManager thread(type EventManager) -> event loop, dispatches I/O + device + vCPU events, worker threads for I/O;Separation between control plane and execution plane, no locking for guest execution, kernel is the concurrency boundary, barriers,seccomp applied per thread, channels used for vCPU command/response instead of shared mutation;GuestMemoryMmap: host maps a region of memory -> KVM shares it with guest -> all vCPU threads see same RAM. pub type EventManager = BaseEventManager<Arc<Mutex<dyn MutEventSubscriber>>>: central event loop, waits for eventfds, timers, device I/O, vCPU exit signals. pub vm: Arc<Vm> : Vm includes GuestMemory, MMIO mappings, once RAM created shared across all threads. pub fn get_mmds(&self) -> Option<Arc<Mutex<Mmds>>>: arc mutex because only 1 thread owns the event loop at a time, still needs shared access to Vmm state + safe mutation during events. vcpu_seccomp_filter: Arc<BpfProgram>:  Linux syscall filter program, used to restrict syscalls in vCPU threads, arc because multiple vCPU threads use same filter (prevents copying). let barrier = Arc::new(Barrier::new(vcpu_count + 1)): vCPU creation, synchronisation -> vCPU threads must fully initialise, main thread must wait before continuing. self.vcpus_handles.push(vcpu.start_threaded ...            self.vcpus_handles.push(vcpu.start_threaded(&self.vm, vcpu_seccomp_filter.clone(), barrier.clone(),)?): spawn OS thread, clone to increment count. barrier.wait() -> synchronisation;Avoids shared-memory concurrency
firecracker-microvm/firecracker;src/vmm/src/vstate/vcpu.rs;Implements vCPU lifecycle, thread execution, and VMM-vCPU coordination around KVM execution loops;arc,mutex (in tests),atomic (tests),barrier;Arc<Barrier> (startup sync), Arc<BpfProgram> (shared seccomp filter), Arc<Bus> MMIO bus, shared guest memory via KVM memory mappings, EventFd exit notification, channel endpoints between VMM and vCPU threads;vCPU threads can execute the same VM while receiving control commands and can access VM/device infrastructure;Mostly message-passing channels for control, shared state read mostly via Arc, MMIO accesses through shared bus;thread per vCPU, command/response channels, startup barrier synchronisation, eventfd notification;" thread::spawn(move || {    self.run(filter);}); -> 1 thread per vCPU, channels (event_receiver: Receiver<VcpuEvent>, event_sender: Sender<VcpuEvent>, response_sender: Sender<VcpuResponse>, response_receiver: Receiver<VcpuResponse>)";Lot of ownership isolation and message passing over shared mem. Shared resources are mostly immutable (Arc) while control operations use channels;"pub fn set_mmio_bus(&mut self, mmio_bus: Arc<Bus>)  start_threaded: seccomp_filter: Arc<BpfProgram>, barrier: Arc<Barrier> and vcpu_thread: …. // Synchronization to make sure thread local data is initialized. barrier.wait(); -> all vCPU threads are fully initialised before any start running guest execution, without the barrier one vCPU might start running guest memory while others are still configuring KVM state / seccomp / buses. Arc<Barrier>, Arc<BpfProgram>, Arc<Vm> -> multiple vCPU threads read same VM state, seccomp filter, barrier coordination, they do not mutate most of it. vcpu.set_mmio_bus(self.vm.common.mmio_bus.clone()); ->all vCPUs share same device bus, all device accesses go through shared dispatch table";Core concurrency module of Firecracker, defines vCPU execution model, thread communication, how guest execution is interrupted
firecracker-microvm/firecracker;src/vmm/src/vstate/vm.rs;what threads and devices share, Vm represents the virtual machine: guest memory, KVM VM object, interrupt routing, MMIO bus, resource allocation, snapshotting support;arc,mutex,AtomicU32;Guest RAM (GuestMemoryMmap), MMIO bus (Arc<Bus>), interrupt routing table (Mutex<HashMap>), resource allocator (Mutex<ResourceAllocator>), KVM slot counter (AtomicU32);Multiple vCPU threads and device handlers must access the same VM resources;Read-heavy shared access for memory+MMIO, lock updates for interrupts/resources, lock-free atomic for memory slots;Shared-memory synchronisation using mutexes and atomics, event-driven signaling via EventFd;Main VMM thread initialises resources, vCPU and device threads access shared VM state;Uses the lightest primitive possible (Arc for sharing, Mutex for mutable structures, Atomic for counters);"VmCommon: next_kvm_slot: AtomicU32, pub interrupts: Mutex<HashMap<u32, RoutingEntry>>,   /// Allocator for VM resources  pub resource_allocator: Mutex<ResourceAllocator>, pub mmio_bus: Arc<Bus>         fn register_memory_region(&mut self, region: Arc<GuestRegionMmapExt>) -> shared bus: self.vm.common.mmio_bus.clone() , interrupts: shared table, interrupts are registered, multiple threads/devices may modify interrupt routes, next slot: lock-free shared memory.              .insert_region(Arc::clone(&region))?;                let arcd_region =  Arc::new(GuestRegionMmapExt::dram_from_mmap_region(region, next_slot)); and Arc::new(GuestRegionMmapExt::hotpluggable_from_mmap_region( andArc::new(GuestRegionMmapExt::from_state(region, state, next_slot)?);                      pub fn create_msix_group(vm: Arc<Vm>                               pub fn resource_allocator(&self) -> MutexGuard<'_, ResourceAllocator> {                  .Every vCPU/device accesses GuestMemoryMmap: register_dram_memory_regions() or register_hotpluggable_memory_region() -> Arc<GuestRegionMmapExt>";Primarily shared resources rather than thread control logic
casey/just;src/analyzer.rs;Take the parsed ASTs and verify if everything is allowed before execution;arc;Recipe shared in recipe tables, aliases, dependency graphs, and recipe references;Avoid copying recipe structures + allow multiple owners;Read only access, cloned Arc, analyzer mutates only the local versions;reference counting;single threaded  ;Arc used for ownership, allowing threads to reference the same recipe without copying or synchronisation overhead. No need for lock-based coordination because recipes are constructed once and then treated as read-only;" default = Some(Arc::clone(recipe)); and None => Some(Arc::clone(next)),and Arc::clone(next) and recipes: &'a Table<'src, Arc<Recipe<'src>>>, and Option<Arc<Recipe<'src>>>";
casey/just;src/dependency.rs;Represent a recipe dependency with arguments + support serialisation and display formatting;arc;Recipe;Multiple Dependency can reference the same recipe definition;Mostly reads (recipe.name(), serialisation traversal, display traversal);Arc;No thread behaviour in this file;Arc for ownership/lifetime management instead of coordination;pub(crate) recipe: Arc<Recipe<'src>>,;VERY short file so not much evidence/explanation needed
casey/just;src/justfile.rs;Dependency execution, prevents duplicate runs when run in parallel;Arc, mutex;Ran, recipe;Allow concurrent execution of dependency recipes + ensure a recipe runs at most once;Ran = read/write under mutex, all others = read-only lookups;Mutex based synchronisation + immutable shared state;Dependency worker threads spawned in run_dependencies();mostly immutable sharing, with one synchronised ;"pub(crate) default: Option<Arc<Recipe<'src>>>, pub(crate) recipes: Table<'src, Arc<Recipe<'src>>>, -> multiple threads can reference the same object safely             pub(crate) fn get_recipe(&self, name: &str) -> Option<&Recipe<'src>> { self.recipes.get(name).map(Arc::as_ref).or_else(|| self.aliases.get(name).map(|alias| alias.target.as_ref())) }          let mutex =ran.mutex(recipe, arguments); let mut guard = mutex.lock().unwrap(); -> prevent the same recipe from executing twice, coordinate the execution across threads. &Config, &Search -> shared immutable configuration/search, read only";
casey/just;src/ran.rs;Track whether a recipe path + arguments has already executed and prevent duplicate execution across parallel dependency threads;arc,mutex;execution registry (BTreeMap);Multiple threads may reach the same dependency at the same time and must coordinate so it runs only once;Map protected by mutex for lookup/insertion, Arc<Mutex<bool>> is shared and locked by workers before execution;Mutex, one time execution;Multi-threaded;Registry lock protects structure creation, lock protects execution state, minimises contention because recipe execution does not hold registry lock;"impl Ran {
  pub(crate) fn mutex(&self, recipe: &Recipe, arguments: &[Vec<String>]) -> Arc<Mutex<bool>> {
    self
      .0
      .lock()
      .unwrap()
      .entry(recipe.recipe_path().clone())
      .or_default()
      .entry(arguments.into())
      .or_default()
      .clone()
  }
}";really short again
casey/just;src/signal_handler.rs;Install OS signal handlers, track child processes and forward signals to child processes when needed;mutex;SignalHandler;Normal program execution + asynchronous signal callbacks need access to the same state;Exclusive mutable access through mutex, children inserted before execution and removed after completion;Shared-memory synchronisation via mutex singleton;Main threads call spawn()/install() and async signal delivery path: handle() through registered signal callbacks;Centralised registry of child processes, signal propagation, track shutdown state, one-time initialisation;"pub(crate) fn instance() -> MutexGuard<'static, Self> { static INSTANCE: Mutex<SignalHandler> = Mutex::new(SignalHandler::new()); -> signal handelr is shared: SignalHandler { caught: Option<Signal>, children: BTreeMap<i32, Command>, initialized: bool, verbosity: Verbosity,} -> platform: install signal handler, then update selft.caught or iterate children. Threads that access handler may need chlidren so mutex is needed to synchronise access";
